,age,country,gender
1404,38.0,USA,f
1405,30,IND,f
1406,24,USA,m
1407,25.0,IND,m
1408,20.0,USA,m
1409,31,USA,m
1410,51.0,USA,m
1411,25.0,USA,f
1412,23,USA,m
1413,56,USA,f
1414,54.0,USA,f
1415,28,IND,m
1416,24,IND,m
1417,21,USA,f
1418,20,USA,m
1419,48.0,USA,f
1420,37,USA,f
1421,28,USA,f
1422,38,USA,f
1423,53,USA,f
1424,33,USA,m
1425,24.0,USA,m
1426,19,USA,m
1427,29,USA,m
1428,27,USA,m
1429,45,USA,f
1430,31,USA,m
1431,27.0,USA,m
1432,27,USA,m
1433,35.0,USA,f
1434,24,USA,m
1435,56.0,USA,m
1436,41,IND,m
1437,36,USA,f
1438,28,USA,m
1439,45,USA,f
1440,26.0,USA,f
1441,24,USA,f
1442,38,IND,m
1443,52.0,USA,f
1444,37,USA,f
1445,32.0,USA,f
1446,24,USA,f
1447,33,IND,m
1448,35.0,USA,m
1449,19,USA,m
1450,25,USA,m
1451,32,IND,f
1452,28.0,USA,f
1453,22,USA,m
1454,29,USA,f
1455,23,USA,f
1456,24,USA,m
1457,31,USA,m
1458,31,USA,m
1459,45.0,USA,m
1460,56,USA,f
1461,26.0,USA,m
1462,36.0,USA,m
1463,30,IND,f
1464,24,USA,m
1465,31,USA,m
1466,41.0,USA,m
1467,38.0,USA,m
1468,23.0,USA,m
1469,32,GBR,f
1470,20,USA,m
1471,32.0,USA,m
1472,28,USA,f
1473,51,USA,f
1474,27.0,USA,f
1475,24,IND,f
1476,31.0,USA,f
1477,26.0,USA,f
1478,37.0,USA,f
1479,30.0,USA,f
1480,24,USA,m
1481,26,IND,m
1482,59.0,IND,f
1483,35,USA,m
1484,25,USA,m
1485,25,IND,f
1486,41,USA,m
1487,22,IND,m
1488,28.0,USA,m
1489,40.0,USA,m
1490,23,USA,f
1491,23,USA,m
1492,35.0,USA,f
1493,21,USA,o
1494,44,IND,m
1495,30.0,USA,m
1496,42,IND,f
1497,42,USA,f
1498,25.0,IND,m
1499,33,IND,m
1500,35,USA,f
1501,43,USA,m
1502,27,USA,f
1503,27,IND,m
1504,38,USA,m
1505,33,IND,m
1506,24.0,USA,m
1507,25,IND,m
1508,28,USA,f
1509,23,IND,f
1510,20,USA,m
1511,22,USA,m
1512,25.0,USA,m
1513,22,IND,m
1514,33.0,USA,f
1515,22,USA,f
1516,20,USA,m
1517,20,IND,f
1518,31,USA,m
1519,24,USA,m
1520,30,USA,f
1521,25.0,USA,m
1522,25,IND,f
1523,23,IND,f
1524,25.0,IND,f
1525,26.0,USA,f
1526,51.0,IND,m
1527,22.0,USA,m
1528,35,USA,m
1529,38,USA,f
1530,20,USA,m
1531,23.0,USA,m
1532,40,USA,f
1533,26,USA,m
1534,29.0,USA,m
1535,31.0,USA,m
1536,23.0,USA,f
1537,41,IND,m
1538,21,USA,f
1539,26,USA,f
1540,38,USA,m
1541,38,USA,f
1542,30.0,USA,m
1543,33,USA,m
1544,41,USA,m
1545,20,USA,m
1546,27.0,USA,m
1547,27.0,USA,f
1548,18,USA,m
1549,24,USA,m
1550,42,USA,f
1551,28.0,USA,m
1552,20,USA,m
1553,30.0,USA,m
1554,30.0,USA,f
1555,24.0,IND,f
1556,32,IND,f
1557,27,USA,m
1558,18.0,CAN,m
1559,25,USA,f
1560,48,USA,m
1561,25.0,USA,m
1562,29,USA,f
1563,24,USA,m
1564,34.0,USA,f
1565,54,USA,f
1566,27,IND,m
1567,23,IND,m
1568,39,USA,m
1569,32.0,USA,f
1570,20.0,USA,m
1571,51,USA,f
1572,43,FRA,m
1573,44,USA,m
1574,30,USA,m
1575,33.0,USA,m
1576,21.0,USA,m
1577,35,USA,m
1578,19,USA,f
1579,28,USA,m
1580,26.0,USA,m
1581,25,USA,m
1582,34,USA,m
1583,64.0,IND,m
1584,22,USA,m
1585,35.0,USA,f
1586,27.0,USA,f
1587,31,USA,m
1588,52,USA,m
1589,28,USA,m
1590,24,USA,m
1591,28,USA,f
1592,26.0,USA,f
1593,24,USA,m
1594,57.0,USA,f
1595,27.0,USA,m
1596,27,IND,f
1597,23.0,IND,m
1598,31,USA,f
1599,26,USA,m
1600,32,IND,f
1601,26,USA,m
1602,26,IND,m
1603,23,USA,f
1604,18,PHL,m
1605,32.0,USA,f
1606,37,IND,f
1607,47,USA,m
1608,25,USA,f
1609,25.0,USA,f
1610,43.0,USA,f
1611,28,USA,m
1612,41.0,USA,m
1613,27,USA,m
1614,41.0,AUS,m
1615,38.0,USA,f
1616,31,USA,f
1617,43.0,USA,m
1618,27.0,USA,m
1619,25,IND,m
1620,35,USA,m
1621,30,USA,f
1622,32.0,USA,m
1623,56,USA,f
1624,24,USA,m
1625,28.0,USA,m
1626,27,USA,m
1627,35.0,USA,m
1628,39,USA,f
1629,56,USA,f
1630,28,USA,m
1631,33,USA,m
1632,20,USA,m
1633,45,USA,m
1634,36,USA,m
1635,30,IND,f
1636,24,USA,m
1637,22,USA,m
1638,43,USA,f
1639,36,IND,f
1640,38,USA,f
1641,30,VEN,f
1642,46.0,USA,m
1643,27,USA,m
1644,31.0,USA,f
1645,32,USA,m
1646,37.0,USA,f
1647,27.0,USA,f
1648,19,USA,m
1649,63,USA,f
1650,22.0,USA,m
1651,22.0,USA,m
1652,37.0,USA,m
1653,42,USA,m
1654,35.0,USA,f
1655,24.0,IND,f
1656,31.0,USA,m
1657,48.0,USA,f
1658,23.0,USA,f
1659,19,AUS,m
1660,31.0,USA,f
1661,26,USA,m
1662,22,VEN,f
1663,32,USA,f
1664,29,USA,m
1665,28,IND,m
1666,31.0,USA,f
1667,32,USA,m
1668,35.0,USA,m
1669,24.0,USA,m
1670,38.0,USA,f
1671,21,USA,f
1672,23,USA,m
1673,23,USA,m
1674,26.0,USA,m
1675,23,USA,m
1676,35.0,USA,m
1677,21,USA,f
1678,21,USA,m
1679,23.0,USA,m
1680,22,USA,m
1681,30.0,USA,m
1682,47.0,IND,f
1683,22,USA,m
1684,23.0,USA,f
1685,26,USA,m
1686,43,USA,f
1687,37.0,USA,f
1688,51,VEN,m
1689,24,USA,m
1690,47.0,IND,f
1691,38.0,USA,f
1692,28,USA,m
1693,20,USA,f
1694,19,USA,f
1695,25,USA,f
1696,37,USA,m
1697,34,USA,f
1698,36,IND,f
1699,35,GRC,f
1700,27,USA,m
1701,33,USA,f
1702,20,USA,m
1703,25,IND,m
1704,35,USA,f
1705,24,USA,f
1706,31,NGA,m
1707,30.0,USA,f
1708,35,USA,f
1709,33,USA,f
1710,66.0,USA,f
1711,22,IND,m
1712,47,USA,m
1713,26.0,ROU,m
1714,39,USA,m
1715,34,USA,f
1716,39,USA,m
1717,46.0,USA,f
1718,32,ARM,f
1719,22.0,USA,m
1720,22,USA,m
1721,29,ROU,m
1722,48,USA,m
1723,37,USA,m
1724,24,IND,m
1725,28.0,USA,m
1726,23.0,USA,f
1727,25,PHL,f
1728,18.0,USA,f
1729,28.0,USA,f
1730,35,USA,m
1731,25,PAK,m
1732,32,USA,m
1733,23,USA,m
1734,22.0,USA,m
1735,28,IND,f
1736,37.0,IND,m
1737,27,USA,m
1738,33,USA,m
1739,25,USA,m
1740,30.0,USA,m
1741,25,USA,m
1742,30,USA,m
1743,35,USA,m
1744,26,USA,f
1745,51,USA,m
1746,26,USA,f
1747,30,USA,f
1748,27.0,USA,m
1749,33,VEN,m
1750,33.0,USA,m
1751,32,IND,m
1752,32,IND,m
1753,32.0,USA,m
1754,36,USA,m
1755,33,IND,f
1756,31.0,USA,f
1757,28,USA,m
1758,28,USA,f
1759,32,NGA,m
1760,27,CAN,m
1761,24,USA,m
1762,21,USA,m
1763,25,USA,m
1764,65,USA,f
1765,36.0,USA,f
1766,28.0,USA,f
1767,21,USA,f
1768,27,USA,m
1769,25.0,IND,m
1770,34.0,USA,f
1771,29.0,USA,m
1772,29,USA,m
1773,33,USA,m
1774,26,USA,m
1775,45.0,IND,f
1776,31,USA,f
1777,30,MAC,o
1778,50,USA,f
1779,21,USA,f
1780,25,IND,f
1781,32.0,USA,m
1782,36,USA,m
1783,32,IND,m
1784,43.0,USA,f
1785,22,USA,f
1786,20.0,USA,m
1787,24,IND,m
1788,23,USA,f
1789,42,VEN,m
1790,44.0,USA,f
1791,25.0,USA,f
1792,59.0,USA,f
1793,25.0,USA,m
1794,27,USA,f
1795,32.0,USA,m
1796,30.0,USA,m
1797,31.0,IND,m
1798,30,USA,f
1799,37,IND,f
1800,28.0,USA,f
1801,44,USA,f
1802,41,USA,f
1803,41,IND,m
1804,22.0,USA,m
1805,33.0,USA,f
1806,29.0,USA,m
1807,56.0,USA,f
1808,42.0,USA,f
1809,35,USA,m
1810,23.0,USA,m
1811,25.0,USA,f
1812,27.0,IND,m
1813,25,IND,m
1814,29,USA,m
1815,29.0,USA,m
1816,22,SGP,m
1817,25.0,USA,m
1818,30,USA,f
1819,37,USA,m
1820,30,USA,f
1821,24,USA,f
1822,62,USA,m
1823,29.0,USA,m
1824,27,USA,m
1825,31,IND,m
1826,38,USA,m
1827,25,USA,m
1828,51,USA,m
1829,77,USA,f
1830,38,USA,f
1831,32,USA,m
1832,27,USA,m
1833,29,USA,f
1834,72,USA,m
1835,29.0,USA,f
1836,35,USA,m
1837,27,USA,f
1838,20.0,USA,f
1839,20.0,USA,m
1840,40,USA,f
1841,34.0,USA,m
1842,21,USA,f
1843,43,USA,f
1844,26,USA,m
1845,34,USA,f
1846,31,IND,m
1847,20,IND,m
1848,29.0,USA,m
1849,33,USA,m
1850,31,USA,m
1851,33.0,USA,m
1852,22,USA,f
1853,38.0,USA,f
1854,58.0,USA,f
1855,19,TUR,m
1856,74,USA,f
1857,27.0,USA,m
1858,26,USA,f
1859,20,PHL,m
1860,25.0,USA,m
1861,21.0,USA,m
1862,21,IND,m
1863,30,USA,f
1864,29,UGA,m
1865,21,USA,m
1866,22,USA,m
1867,35,USA,f
1868,25.0,USA,m
1869,31,USA,f
1870,29.0,USA,m
1871,35,IND,f
1872,26,USA,f
1873,31,USA,m
1874,35.0,USA,f
1875,35,USA,m
1876,27.0,USA,f
1877,30,USA,f
1878,36,USA,f
1879,25,USA,m
1880,21,USA,m
1881,40,USA,m
1882,38.0,USA,o
1883,32,USA,m
1884,43,IND,m
1885,24.0,USA,m
1886,33,IND,m
1887,24,USA,f
1888,19,USA,m
1889,33,POL,m
1890,25,USA,m
1891,36,USA,m
1892,33,USA,f
1893,20,CAN,m
1894,29,USA,f
1895,25.0,USA,f
1896,38.0,USA,m
1897,50.0,USA,m
1898,45,USA,m
1899,26,USA,f
1900,20,USA,f
1901,27,USA,f
1902,31,USA,f
1903,24,USA,m
1904,24,USA,m
1905,32,USA,f
1906,51,USA,m
1907,26,USA,m
1908,28.0,USA,m
1909,27.0,USA,f
1910,62,USA,f
1911,28.0,USA,m
1912,23,USA,m
1913,30,USA,m
1914,23,IND,f
1915,40,USA,m
1916,21,USA,m
1917,20.0,USA,f
1918,27.0,USA,m
1919,32.0,USA,f
1920,35,USA,f
1921,21.0,USA,m
1922,30,USA,f
1923,40.0,PHL,f
1924,23.0,USA,m
1925,35.0,USA,f
1926,27,USA,m
1927,25,USA,m
1928,37.0,USA,f
1929,29,USA,f
1930,21.0,USA,m
1931,28,NIC,f
1932,33.0,USA,f
1933,24,IND,m
1934,32.0,JPN,f
1935,24,USA,m
1936,31,USA,f
1937,23,USA,f
1938,24,VEN,m
1939,44,USA,m
1940,32,USA,m
1941,24,USA,f
1942,37,USA,m
1943,41,USA,f
1944,26,USA,m
1945,36,USA,m
1946,26,USA,m
1947,44,USA,m
1948,27,USA,m
1949,21,USA,m
1950,30,USA,o
1951,25,USA,m
1952,33,USA,m
1953,26,USA,f
1954,30.0,USA,m
1955,37,USA,m
1956,18.0,CAN,m
1957,33.0,USA,m
1958,21,IND,m
1959,32,IND,m
1960,32,USA,f
1961,39,USA,f
1962,22.0,USA,f
1963,26,IND,m
1964,21,USA,f
1965,38,USA,m
1966,43.0,USA,f
1967,30,USA,m
1968,25,USA,m
1969,39,USA,m
1970,41.0,USA,o
1971,52.0,USA,m
1972,227,USA,f
1973,59,USA,m
1974,29,USA,f
1975,29.0,USA,f
1976,28,USA,m
1977,33.0,USA,m
1978,29.0,USA,f
1979,29,USA,m
1980,25,USA,m
1981,22.0,USA,m
1982,25,USA,m
1983,33.0,USA,f
1984,74.0,USA,f
1985,22.0,USA,f
1986,34.0,USA,m
1987,49,USA,f
1988,23,GRC,m
1989,29.0,USA,f
1990,24.0,USA,m
1991,31,USA,m
1992,26,USA,m
1993,24,MEX,f
1994,24,USA,f
1995,34,USA,f
1996,34,USA,f
1997,31,IND,m
1998,28,USA,f
1999,27.0,USA,m
2000,30,USA,f
2001,44,USA,f
2002,33.0,IND,m
2003,22.0,USA,f
2004,34,IND,m
2005,25,USA,m
2006,26,CAN,m
2007,29,USA,m
2008,34,ESP,f
2009,42,USA,f
2010,27,USA,f
2011,20,UGA,f
2012,35.0,USA,m
2013,27,USA,m
2014,27,USA,f
2015,55,USA,m
2016,31,USA,f
2017,36,USA,m
2018,28,USA,m
2019,35,USA,m
2020,27,USA,m
2021,23.0,USA,m
2022,44.0,USA,f
2023,45,GBR,f
2024,27.0,USA,f
2025,28,IND,m
2026,41.0,USA,m
2027,24.0,USA,m
2028,54,USA,f
2029,24.0,USA,f
2030,28.0,IND,m
2031,28,USA,m
2032,23.0,USA,m
2033,47,USA,m
2034,53.0,USA,f
2035,27,USA,m
2036,42.0,IND,m
2037,24,USA,f
2038,31,USA,f
2039,35,USA,m
2040,40.0,USA,m
2041,34,VEN,m
2042,66,USA,m
2043,30.0,IND,f
2044,26.0,USA,f
2045,19,IND,m
2046,20,USA,m
2047,39.0,USA,m
2048,43.0,USA,m
2049,23.0,USA,f
2050,39,USA,m
2051,26.0,USA,m
2052,32,MKD,f
2053,29.0,DEU,f
2054,44,USA,f
2055,30.0,USA,f
2056,39.0,USA,f
2057,22,USA,m
2058,33.0,USA,m
2059,30.0,USA,f
2060,36,USA,f
2061,31,USA,f
2062,23,USA,m
2063,29,USA,m
2064,33,USA,m
2065,24,USA,f
2066,25,IND,m
2067,18.0,USA,m
2068,55,USA,f
2069,23,IND,m
2070,35.0,USA,m
2071,33.0,USA,m
2072,26,USA,f
2073,29.0,USA,m
2074,32.0,USA,m
2075,37.0,USA,m
2076,37.0,USA,m
2077,18.0,USA,m
2078,31,USA,f
2079,24,USA,m
2080,34,USA,m
2081,51,USA,m
2082,32.0,USA,f
2083,23,USA,f
2084,31.0,USA,m
2085,23,USA,m
2086,29,USA,m
2087,31.0,USA,m
2088,22,USA,m
2089,29.0,USA,m
2090,48,USA,f
2091,27,USA,m
2092,26.0,USA,m
2093,30,IND,m
2094,46,USA,f
2095,23,IND,m
2096,39.0,USA,o
2097,22,USA,f
2098,27,USA,m
2099,34.0,USA,m
2100,30,USA,f
2101,25,USA,m
2102,27.0,USA,m
2103,32,IND,f
2104,19,USA,m
2105,26,DEU,m
2106,44,USA,m
2107,28.0,USA,f
2108,41,USA,f
2109,22,USA,m
2110,24.0,USA,m
2111,26,USA,m
2112,40.0,IND,f
2113,21,USA,f
2114,34,IND,f
2115,26.0,USA,m
2116,22.0,USA,m
2117,27,USA,m
2118,26,USA,m
2119,32.0,USA,m
2120,36.0,USA,f
2121,35,USA,f
2122,24,IND,m
2123,52,USA,m
2124,36,USA,f
2125,27,USA,f
2126,26,USA,f
2127,20.0,USA,m
2128,33,USA,f
2129,27.0,USA,m
2130,25,USA,f
2131,28.0,IND,f
2132,60,USA,m
2133,33.0,USA,f
2134,33,USA,f
2135,50,USA,f
2136,28.0,USA,f
2137,30,USA,m
2138,38,USA,f
2139,32,USA,m
2140,44,USA,f
2141,31,IND,m
2142,51,USA,f
2143,26,USA,m
2144,26.0,PHL,f
2145,28.0,USA,f
2146,30,IND,m
2147,24.0,USA,m
2148,33,USA,m
2149,21,IND,f
2150,46,USA,m
2151,36,VEN,f
2152,24.0,USA,f
2153,37.0,USA,m
2154,47,USA,f
2155,23.0,USA,m
2156,37.0,GBR,m
2157,46,CAN,m
2158,40,USA,m
2159,21.0,USA,m
2160,43,USA,m
2161,21,USA,f
2162,28,CAN,m
2163,57.0,USA,f
2164,27,USA,m
2165,29,USA,m
2166,31.0,USA,m
2167,52,USA,f
2168,22,USA,m
2169,42,USA,f
2170,25,IND,f
2171,24,USA,f
2172,21.0,USA,m
2173,30.0,USA,m
2174,26,PHL,m
2175,27,IND,m
2176,41.0,USA,f
2177,27.0,USA,f
2178,22.0,USA,m
2179,37,IND,m
2180,36.0,USA,m
2181,64.0,USA,f
2182,34,USA,f
2183,63,USA,m
2184,27,USA,f
2185,41,USA,m
2186,28,USA,m
2187,48,USA,f
2188,23.0,USA,f
2189,27,USA,m
2190,43.0,USA,f
2191,42.0,USA,f
2192,26,IND,m
2193,21,USA,m
2194,28.0,USA,f
2195,46,USA,f
2196,25.0,USA,m
2197,34,USA,m
2198,32,USA,f
2199,45,USA,m
2200,18,USA,m
2201,26.0,IND,m
2202,26,USA,m
2203,32,IND,f
2204,26,USA,m
2205,27,USA,m
2206,28.0,USA,f
2207,29,USA,f
2208,30,USA,m
2209,25.0,USA,m
2210,33.0,IND,m
2211,49.0,USA,f
2212,47,IND,m
2213,28,USA,m
2214,37.0,USA,m
2215,25,IND,m
2216,29.0,USA,m
2217,20,USA,m
2218,46.0,USA,m
2219,32.0,USA,f
2220,37,USA,f
2221,55,USA,f
2222,64,USA,f
2223,21,USA,m
2224,33,IND,m
2225,28.0,USA,m
2226,65,IND,m
2227,33,USA,m
2228,32,IND,m
2229,32,USA,m
2230,24,USA,m
2231,27,USA,m
2232,23.0,USA,f
2233,40,USA,m
2234,25,TWN,f
2235,33,USA,m
2236,38,IND,m
2237,22.0,USA,f
2238,32,USA,m
2239,23.0,CAN,m
2240,22,IND,f
2241,54,USA,f
2242,42.0,USA,m
2243,21.0,USA,m
2244,42.0,USA,f
2245,33,USA,f
2246,56,USA,f
2247,56,USA,f
2248,27.0,USA,f
2249,35,USA,f
2250,34,USA,m
2251,29,USA,f
2252,27,USA,m
2253,35,USA,f
2254,25,IND,m
2255,67,USA,f
2256,27,USA,f
2257,43.0,USA,m
2258,33,USA,f
2259,33.0,USA,m
2260,55,USA,f
2261,27.0,USA,m
2262,26,IND,m
2263,52.0,USA,f
2264,28,IND,m
2265,25,IND,f
2266,25.0,IND,m
2267,50,USA,f
2268,40,USA,f
2269,22.0,IND,f
2270,56.0,USA,m
2271,46,IND,m
2272,32.0,USA,m
2273,28,USA,f
2274,60,USA,f
2275,37.0,USA,f
2276,29,USA,m
2277,25,USA,f
2278,21.0,USA,m
2279,29,USA,f
2280,32,USA,m
2281,37,USA,m
2282,22,USA,f
2283,28.0,ROU,m
2284,42.0,USA,m
2285,28.0,USA,f
2286,26,USA,f
2287,29.0,USA,m
2288,36,USA,f
2289,34,USA,f
2290,30.0,USA,m
2291,28.0,USA,f
2292,31,USA,f
2293,56.0,USA,m
2294,65,USA,m
2295,40.0,USA,f
2296,23,USA,f
2297,29,USA,f
2298,27,USA,m
2299,25.0,USA,f
2300,50,USA,m
2301,19,USA,f
2302,27,USA,f
2303,39.0,USA,m
2304,56,USA,f
2305,28,USA,m
2306,31.0,IND,f
2307,46,USA,m
2308,32,USA,f
2309,24,USA,m
2310,30,USA,f
2311,37,USA,f
2312,36,USA,m
2313,32,USA,f
2314,29.0,USA,f
2315,26.0,USA,m
2316,21,USA,m
2317,33.0,USA,f
2318,47,VEN,f
2319,45,USA,m
2320,23.0,USA,f
2321,34,USA,m
2322,23.0,USA,f
2323,29,USA,m
2324,37,USA,f
2325,27.0,USA,f
2326,59,USA,m
2327,60,USA,m
2328,21,USA,f
2329,23,USA,m
2330,46,USA,f
2331,24,USA,f
2332,35.0,USA,m
2333,25.0,USA,m
2334,43,USA,f
2335,62,USA,f
2336,23,USA,m
2337,44.0,USA,m
2338,24.0,USA,m
2339,61,USA,f
2340,36,USA,f
2341,26,USA,m
2342,28,USA,f
2343,21.0,USA,m
2344,31.0,PER,m
2345,30,USA,o
2346,21,USA,m
2347,32.0,USA,f
2348,2,USA,m
2349,34,USA,f
2350,47,USA,m
2351,37,USA,m
2352,22.0,USA,m
2353,22.0,IND,m
2354,44.0,USA,f
2355,24.0,IND,m
2356,21.0,SRB,m
2357,26,USA,m
2358,36,USA,f
2359,22.0,USA,m
2360,35.0,USA,m
2361,26,USA,m
2362,31,USA,f
2363,22.0,USA,f
2364,29,IND,m
2365,26,USA,m
2366,27,USA,m
2367,29,IND,f
2368,18.0,USA,m
2369,48,USA,f
2370,26.0,USA,m
2371,49.0,USA,f
2372,27.0,USA,f
2373,30,USA,m
2374,24,USA,m
2375,32,IND,m
2376,51.0,USA,f
2377,25,USA,m
2378,27,USA,m
2379,46,TUR,f
2380,42.0,USA,m
2381,23.0,USA,f
2382,43,USA,f
2383,27.0,USA,m
2384,28,USA,m
2385,38,USA,f
2386,27,USA,m
2387,24,IND,m
2388,34.0,USA,m
2389,30,USA,f
2390,22,USA,f
2391,23,USA,m
2392,50.0,USA,f
2393,30,USA,f
2394,27,USA,m
2395,26,FIN,f
2396,28.0,USA,m
2397,36,IDN,m
2398,24,IND,m
2399,31.0,IND,f
2400,33,USA,m
2401,31.0,USA,m
2402,29,USA,m
2403,24,USA,m
2404,34,USA,m
2405,30,USA,m
2406,25,IND,m
2407,48,USA,m
2408,46,ITA,f
2409,42,USA,m
2410,33,USA,m
2411,33.0,USA,f
2412,40,IND,m
2413,38,USA,m
2414,31,USA,m
2415,53.0,USA,f
2416,30,USA,f
2417,38.0,USA,f
2418,24,USA,m
2419,18.0,USA,m
2420,46,USA,m
2421,25,USA,m
2422,40,USA,f
2423,62.0,USA,f
2424,23,IND,m
2425,29,USA,m
2426,55,VEN,m
2427,33,IND,m
2428,56,USA,m
2429,23.0,USA,m
2430,25.0,USA,f
2431,43.0,USA,f
2432,23.0,USA,m
2433,40.0,USA,f
2434,35,USA,m
2435,42.0,USA,m
2436,29.0,USA,m
2437,32,USA,f
2438,32.0,IND,f
2439,23.0,IND,m
2440,41,USA,f
2441,26,USA,m
2442,35,IND,m
2443,38.0,USA,m
2444,39.0,USA,f
2445,35.0,USA,f
2446,38,USA,m
2447,26,PHL,f
2448,27,USA,m
2449,41,USA,m
2450,25.0,USA,m
2451,27.0,IND,f
2452,24,IND,m
2453,27,USA,f
2454,42.0,USA,f
2455,35,USA,f
2456,26,USA,m
2457,42.0,USA,m
2458,44,USA,m
2459,30.0,USA,m
2460,42,USA,f
2461,30,USA,f
2462,30,USA,f
2463,23,USA,m
2464,27.0,USA,m
2465,26,USA,f
2466,30,ARE,m
2467,23,USA,m
2468,51,USA,m
2469,31.0,USA,m
2470,43,USA,m
2471,24.0,USA,m
2472,30,USA,f
2473,28.0,USA,f
2474,34.0,USA,m
2475,36,USA,f
2476,26,USA,m
2477,43,NGA,f
2478,59,USA,f
2479,39,VEN,m
2480,27,USA,m
2481,34.0,USA,f
2482,36,USA,m
2483,24,USA,f
2484,24.0,USA,f
2485,65,USA,f
2486,41,USA,f
2487,24.0,IND,m
2488,48.0,USA,f
2489,22,USA,f
2490,58,USA,f
2491,29,USA,m
2492,19.0,USA,m
2493,28,USA,m
2494,29,IND,m
2495,25,USA,f
2496,22,USA,f
2497,33,USA,f
2498,22,IND,m
2499,34.0,USA,m
2500,32,USA,f
2501,36,USA,m
2502,30,IND,m
2503,22,USA,m
2504,24.0,USA,f
2505,27,IND,f
2506,31,USA,f
2507,25,USA,f
2508,44,USA,f
2509,22.0,USA,f
2510,23.0,IND,f
2511,42,USA,m
2512,32,USA,m
2513,28,USA,m
2514,26.0,USA,m
2515,70.0,USA,f
2516,30,USA,f
2517,30.0,USA,f
2518,25,USA,m
2519,36,USA,f
2520,36,USA,f
2521,32.0,USA,m
2522,40,GHA,m
2523,23.0,USA,f
2524,59,USA,f
2525,49,USA,f
2526,32,USA,f
2527,98,USA,f
2528,36.0,USA,m
2529,25,USA,m
2530,26,USA,f
2531,28,USA,m
2532,30.0,USA,m
2533,26.0,USA,m
2534,24,USA,f
2535,29.0,USA,m
2536,21,AUT,m
2537,43.0,USA,f
2538,42.0,IND,m
2539,28.0,USA,m
2540,25,IND,f
2541,41,USA,f
2542,30,USA,m
2543,32,USA,f
2544,29.0,USA,f
2545,27.0,USA,f
2546,31,USA,f
2547,20.0,USA,f
2548,49,USA,f
2549,37,USA,f
2550,20.0,USA,m
2551,24.0,USA,m
2552,22,USA,m
2553,29,USA,f
2554,47,USA,f
2555,29,IND,m
2556,28.0,USA,m
2557,26,USA,m
2558,28,USA,f
2559,21.0,CAN,m
2560,21.0,USA,m
2561,28,USA,m
2562,33,USA,m
2563,66,USA,m
2564,30,USA,f
2565,35.0,NGA,m
2566,24,USA,m
2567,29.0,USA,f
2568,39,MEX,m
2569,36,USA,m
2570,28,USA,f
2571,25.0,USA,f
2572,35,USA,m
2573,24.0,USA,m
2574,50,USA,m
2575,37,USA,f
2576,27,IND,m
2577,32,IND,m
2578,51.0,USA,m
2579,42.0,USA,f
2580,33,USA,m
2581,31.0,USA,f
2582,29,USA,f
2583,24,USA,f
2584,36.0,USA,m
2585,39,USA,f
2586,51,USA,f
2587,22,IND,m
2588,37.0,USA,m
2589,30,USA,f
2590,27,USA,m
2591,39,USA,f
2592,37,USA,f
2593,47,IND,m
2594,29.0,USA,f
2595,35,USA,m
2596,28.0,USA,m
2597,23.0,IND,f
2598,24,USA,m
2599,31,USA,m
2600,25,IND,f
2601,26.0,USA,f
2602,32,USA,m
2603,25.0,USA,m
2604,28,USA,f
2605,46.0,USA,f
2606,34,IND,f
2607,30.0,USA,m
2608,36,USA,m
2609,63.0,USA,f
2610,31,USA,m
2611,22,USA,m
2612,44,IND,f
2613,42,USA,m
2614,60,USA,f
2615,32.0,USA,f
2616,41,IND,m
2617,26,USA,f
2618,45,USA,m
2619,26.0,IND,f
2620,34.0,USA,f
2621,30,IND,m
2622,25,USA,m
2623,37.0,USA,m
2624,48,USA,f
2625,38,USA,m
2626,25.0,USA,m
2627,33.0,USA,m
2628,24,USA,m
2629,35,USA,m
2630,33.0,USA,m
2631,29,USA,m
2632,32,USA,m
2633,34,IND,f
2634,34.0,USA,f
2635,41,USA,f
2636,29,USA,f
2637,46,USA,f
2638,45.0,USA,f
2639,32,USA,f
2640,25.0,USA,m
2641,52.0,USA,f
2642,35,USA,f
2643,29,IND,f
2644,28,USA,m
2645,37,USA,m
2646,31,USA,m
2647,25,IND,m
2648,34.0,USA,m
2649,27,IND,f
2650,35,USA,m
2651,51.0,USA,f
2652,30.0,IND,f
2653,37.0,USA,f
2654,26,IND,f
2655,20,USA,f
2656,18,USA,m
2657,22,USA,f
2658,26,USA,m
2659,30,USA,f
2660,27,USA,m
2661,28.0,IND,f
2662,24,USA,f
2663,28,IND,f
2664,49.0,USA,f
2665,39,USA,m
2666,42,USA,f
2667,26,GRC,m
2668,31.0,USA,f
2669,29.0,IND,f
2670,51,USA,f
2671,34.0,USA,f
2672,44,USA,f
2673,25.0,USA,m
2674,26,USA,m
2675,30,USA,f
2676,36,ARE,f
2677,34,USA,m
2678,35,USA,f
2679,39,USA,f
2680,21,IND,f
2681,33.0,USA,m
2682,28.0,USA,f
2683,35,USA,f
2684,21,USA,m
2685,27,USA,m
2686,53,USA,m
2687,38,USA,f
2688,32,USA,f
2689,31.0,USA,f
2690,27,USA,f
2691,36.0,SRB,m
2692,22,USA,m
2693,39.0,USA,m
2694,30,IND,f
2695,44,VEN,f
2696,29.0,USA,m
2697,20,USA,f
2698,50,USA,m
2699,34,USA,m
2700,43,USA,f
2701,34,USA,f
2702,43.0,USA,m
2703,34,USA,f
2704,21,USA,m
2705,28,USA,m
